Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre preocupações e opções de saúde mental para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levasse a solicitar uma licença médica do trabalho, pedir que a licença seria:",Você acha que discutir um distúrbio de saúde mental com seu empregador teria consequências negativas?,Você acha que discutir um problema de saúde física com seu empregador teria consequências negativas?,Você se sentiria à vontade para discutir um distúrbio de saúde mental com seus colegas de trabalho?,Você se sentiria confortável discutindo um distúrbio de saúde mental com seu (s) supervisor (s) direto (s)?,Você acha que seu empregador leva a saúde mental tão a sério quanto a saúde física?,Você já ouviu falar ou observar consequências negativas para os colegas de trabalho que foram abertos sobre problemas de saúde mental em seu local de trabalho?,Você estaria disposto a discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria um problema de saúde mental com um empregador em potencial em uma entrevista?,Você sente que ser identificado como uma pessoa com um problema de saúde mental prejudicaria sua carreira?,Você acha que os membros da equipe/colegas de trabalho o levariam mais negativamente se soubessem que você sofria de um problema de saúde mental?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você tem um histórico familiar de doença mental?,Você já teve um distúrbio de saúde mental no passado?,Você atualmente tem um distúrbio de saúde mental?,Você foi diagnosticado com uma condição de saúde mental por um profissional médico?,Você já procurou tratamento para um problema de saúde mental de um profissional de saúde mental?,"Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz?",Qual é a sua idade?,Qual é o seu gênero?,Qual das opções a seguir melhor descreve sua posição de trabalho?,Você trabalha remotamente?
0,More than 1000,0.0,Yes,I am not sure,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,Maybe,No,No,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,44,F,Support,Never
0,1-5,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Maybe,No,Yes,No,Some of my previous employers,Maybe,No,"Yes, I think it would",Maybe,Somewhat not open,I don't know,Yes,Yes,Yes,1,Rarely,Often,23,Female,Front-end Developer|Designer,Sometimes
0,More than 1000,0.0,Yes,No,No,Yes,I don't know,I don't know,Maybe,No,No,No,No,No,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,46,Male,Support,Never
0,100-500,1.0,Yes,Yes,No,No,I don't know,Very easy,No,No,Yes,Yes,No,Yes,"No, at none of my previous employers",No,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Never,Sometimes,33,female,Front-end Developer,Always
0,500-1000,0.0,Yes,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Maybe,No,No,No,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,32,female,Other,Never
1,,,,,,,,,,,,,,,,Maybe,No,"Yes, it has",Maybe,Somewhat open,No,Yes,Maybe,Yes,1,Sometimes,Sometimes,45,Male,DevOps/SysAdmin|Support|Back-end Developer|One-person shop,Sometimes
0,6-25,1.0,No,No,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,I don't know,Yes,Yes,No,1,Never,Often,26,male,Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,32,Woman,DevOps/SysAdmin|Back-end Developer,Always
0,More than 1000,1.0,I don't know,I am not sure,No,I don't know,I don't know,Very easy,No,No,Maybe,No,I don't know,No,,No,No,Maybe,"No, I don't think they would",Not open at all,No,No,No,No,0,Not applicable to me,Not applicable to me,28,Dude,Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,"Yes, at all of my previous employers",Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,Yes,No,No,0,Not applicable to me,Not applicable to me,44,M,One-person shop|Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"Yes, it has","No, I don't think they would",Very open,Yes,Maybe,Maybe,No,0,Not applicable to me,Often,42,Male,One-person shop,Always
0,More than 1000,1.0,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,Yes,No,Some of my previous employers,No,No,Maybe,Maybe,Very open,No,No,No,No,0,Not applicable to me,Not applicable to me,30,Male,Back-end Developer,Sometimes
0,6-25,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,Yes,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Not open at all,Yes,Maybe,Maybe,Yes,1,Not applicable to me,Often,28,F,Front-end Developer|Designer,Sometimes
0,100-500,1.0,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No,Some of my previous employers,Maybe,Maybe,"No, it has not","No, they do not",Very open,Yes,Yes,Yes,Yes,1,Rarely,Often,31,M,Supervisor/Team Lead,Always
0,100-500,1.0,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,No,Some of my previous employers,Maybe,No,Maybe,Maybe,Not open at all,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,29,male,Back-end Developer,Sometimes
0,26-100,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,No,"No, at none of my previous employers",No,No,Maybe,"Yes, I think they would",Not open at all,No,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,33,Male,Back-end Developer,Sometimes
0,More than 1000,1.0,Yes,Yes,I don't know,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,Yes,No,"No, at none of my previous employers",No,No,"Yes, I think it would",Maybe,Somewhat not open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,43,female,Executive Leadership,Always
0,100-500,1.0,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,"No, at none of my previous employers",Maybe,No,Maybe,"No, I don't think they would",Somewhat open,No,No,Maybe,No,0,Never,Sometimes,28,Male,Dev Evangelist/Advocate|Front-end Developer|Back-end Developer|DevOps/SysAdmin,Always
1,,,,,,,,,,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,I don't know,Maybe,Maybe,No,0,Sometimes,Often,42,Fluid,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Always
0,100-500,1.0,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,Yes,"No, at none of my previous employers",Yes,No,Maybe,Maybe,Very open,Yes,Yes,Yes,Yes,1,Rarely,Often,38,Male,Dev Evangelist/Advocate,Always
0,6-25,0.0,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,No,Maybe,No,I don't know,No,"No, at none of my previous employers",Yes,No,"Yes, I think it would",Maybe,Somewhat open,No,Yes,Maybe,Yes,1,Never,Sometimes,30,Male,DevOps/SysAdmin|Support|One-person shop,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Never,Often,51,female,One-person shop,Sometimes
0,26-100,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,48,F,Executive Leadership,Never
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,39,Male,One-person shop,Always
0,6-25,1.0,No,No,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,No,Maybe,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,28,Male,Designer|Support|Supervisor/Team Lead,Sometimes
0,100-500,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,Yes,Some of my previous employers,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Maybe,Yes,1,Rarely,Often,37,Male,Front-end Developer|Designer,Always
0,More than 1000,1.0,Yes,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,I don't know,No,Some of my previous employers,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,I don't know,Yes,No,No,1,Sometimes,Sometimes,33,Male,Back-end Developer,Sometimes
0,6-25,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Yes,Yes,No,Yes,I don't know,No,,No,No,"Yes, it has","Yes, I think they would",Somewhat not open,No,No,Yes,No,1,Not applicable to me,Often,21,Male,Front-end Developer,Never
0,26-100,0.0,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,No,Yes,1,Rarely,Often,25,male,Other|Supervisor/Team Lead|Dev Evangelist/Advocate|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer|Designer|One-person shop,Sometimes
1,,,,,,,,,,,,,,,,Maybe,Yes,"No, I don't think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,15,male,Other,Sometimes
0,100-500,1.0,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,No,Yes,Some of my previous employers,No,No,"Yes, it has",Maybe,Very open,Yes,Yes,Yes,Yes,1,Sometimes,Often,40,Male,Back-end Developer,Always
0,100-500,0.0,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,No,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Maybe,Yes,1,Not applicable to me,Often,30,Female,Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,,Maybe,Maybe,"Yes, I think it would",Maybe,Neutral,I don't know,No,Maybe,No,0,Sometimes,Sometimes,27,Male,Support,Always
0,1-5,1.0,No,No,No,No,No,Very easy,No,Maybe,Maybe,No,I don't know,Yes,,Yes,Yes,"Yes, I think it would","Yes, I think they would",Very open,No,No,No,No,0,Never,Never,25,male,Back-end Developer|Front-end Developer,Never
0,More than 1000,1.0,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,No,Yes,Maybe,I don't know,No,Some of my previous employers,No,No,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,38,Male,Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes
0,100-500,0.0,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,I don't know,No,Some of my previous employers,Yes,Maybe,"No, I don't think it would",Maybe,Somewhat open,Yes,No,Maybe,No,1,Rarely,Often,24,Male,Support|Designer,Never
0,6-25,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,No,No,Maybe,Yes,No,No,,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Neutral,No,No,No,No,0,Not applicable to me,Not applicable to me,23,Male,Back-end Developer,Never
1,,,,,,,,,,,,,,,"No, at none of my previous employers",No,No,"Yes, it has","No, I don't think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,39,Female,One-person shop|Other,Always
0,6-25,1.0,I don't know,I am not sure,No,No,Yes,Neither easy nor difficult,Maybe,No,Yes,No,I don't know,No,,No,No,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,26,male,Other|Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
0,More than 1000,0.0,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,Yes,No,Some of my previous employers,Maybe,Maybe,Maybe,"Yes, I think they would",Somewhat open,No,No,No,No,0,Rarely,Not applicable to me,43,Male,Support,Never
0,6-25,1.0,I don't know,I am not sure,No,No,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No,"Yes, at all of my previous employers",Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,Yes,Maybe,Maybe,No,0,Not applicable to me,Sometimes,30,Male,Executive Leadership|Supervisor/Team Lead|Front-end Developer|Back-end Developer,Always
1,,,,,,,,,,,,,,,"No, at none of my previous employers",No,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Maybe,Yes,Yes,1,Sometimes,Rarely,35,Male,Designer|Front-end Developer|Back-end Developer|Executive Leadership|Other,Always
0,26-100,0.0,I don't know,No,No,No,I don't know,Very difficult,Maybe,No,No,No,I don't know,No,,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,I don't know,Maybe,Maybe,No,0,Not applicable to me,Sometimes,40,M,Designer|Front-end Developer|Back-end Developer|Supervisor/Team Lead|Executive Leadership,Sometimes
0,26-100,0.0,Yes,No,No,No,I don't know,Very difficult,Maybe,No,No,No,No,No,"Yes, at all of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,No,1,Not applicable to me,Often,33,Female,Supervisor/Team Lead|DevOps/SysAdmin|Support|Front-end Developer|Designer|One-person shop,Never
1,,,,,,,,,,,,,,,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,No,Maybe,No,1,Rarely,Sometimes,35,male,One-person shop,Sometimes
0,6-25,1.0,No,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No,"No, at none of my previous employers",Maybe,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),I don't know,No,No,No,0,Not applicable to me,Not applicable to me,22,Male,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate,Never
0,100-500,1.0,Yes,I am not sure,I don't know,Yes,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No,I don't know,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,28,Male,Back-end Developer,Always
0,More than 1000,1.0,Yes,Yes,No,No,No,Very difficult,Maybe,No,No,No,No,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,39,M,Support,Sometimes
0,100-500,1.0,I don't know,No,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,33,M,Support,Always
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,"No, I don't think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,25,Female,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Always
0,6-25,1.0,I don't know,I am not sure,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,37,Male,Executive Leadership|Supervisor/Team Lead|Back-end Developer|DevOps/SysAdmin,Sometimes
0,500-1000,1.0,I don't know,No,No,Yes,I don't know,I don't know,Maybe,No,No,No,No,No,"No, at none of my previous employers",Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Very open,Yes,Yes,Yes,Yes,1,Rarely,Often,41,f,Front-end Developer,Never
0,More than 1000,1.0,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,No,No,I don't know,No,"Yes, at all of my previous employers",Maybe,Maybe,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,0,Rarely,Sometimes,30,Female,Back-end Developer,Sometimes
0,More than 1000,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No,Some of my previous employers,Yes,Maybe,"No, I don't think it would",Maybe,Somewhat open,Yes,Yes,No,No,0,Not applicable to me,Not applicable to me,42,Male,Supervisor/Team Lead,Sometimes
0,6-25,1.0,Yes,No,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,Yes,No,"Yes, at all of my previous employers",Yes,Maybe,Maybe,Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,52,Male,Support|Front-end Developer|Back-end Developer,Sometimes
0,26-100,1.0,No,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,I don't know,No,,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,No,No,No,0,Sometimes,Often,30,male,Back-end Developer,Always
0,500-1000,1.0,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,No,No,Maybe,Yes,I don't know,No,"Yes, at all of my previous employers",Maybe,Maybe,Maybe,Maybe,Very open,I don't know,Yes,Yes,No,1,Rarely,Sometimes,35,Male,Front-end Developer|Designer,Sometimes
0,26-100,1.0,I don't know,No,No,No,I don't know,I don't know,No,No,Maybe,No,No,No,"No, at none of my previous employers",No,No,"Yes, I think it would","No, I don't think they would",Somewhat open,No,Yes,No,Yes,1,Not applicable to me,Not applicable to me,24,Male,Other,Sometimes
0,6-25,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,Some of my previous employers,Maybe,No,Maybe,Maybe,Somewhat open,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,39,Male,Back-end Developer,Sometimes
0,6-25,1.0,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,Yes,Yes,Some of my previous employers,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,No,No,No,0,Not applicable to me,Not applicable to me,34,Male,Supervisor/Team Lead,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,No,No,No,1,Not applicable to me,Not applicable to me,32,Male,Front-end Developer|Back-end Developer|Sales|Support|DevOps/SysAdmin|Supervisor/Team Lead|Executive Leadership,Always
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"Yes, I think it would",Maybe,Very open,Yes,Maybe,Maybe,Yes,1,Never,Often,25,I'm a man why didn't you make this a drop down question. You should of asked sex? And I would of answered yes please. Seriously how much text can this take? ,One-person shop|Front-end Developer|Back-end Developer|Support|Other,Sometimes
0,26-100,0.0,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Neutral,I don't know,Maybe,Maybe,No,0,Often,Often,43,Male,Back-end Developer,Never
0,6-25,1.0,Yes,No,No,I don't know,Yes,Very difficult,No,No,No,Maybe,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would","No, I don't think they would",Not open at all,No,No,No,No,1,Not applicable to me,Not applicable to me,39,male,Dev Evangelist/Advocate|Back-end Developer|Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","No, I don't think they would",Very open,Yes,Yes,Yes,Yes,0,Never,Sometimes,35,Male,One-person shop|Front-end Developer|Back-end Developer,Always
0,26-100,1.0,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Some of my previous employers,Yes,Yes,Maybe,"No, they do not",Very open,Yes,Yes,Yes,Yes,1,Rarely,Often,34,Male,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
0,More than 1000,0.0,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No,,No,No,Maybe,Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,38,Male,Back-end Developer,Sometimes
0,100-500,1.0,Yes,Yes,No,I don't know,Yes,Somewhat easy,Yes,Maybe,Yes,Yes,No,Yes,"Yes, at all of my previous employers",No,No,"Yes, it has","Yes, they do",Very open,I don't know,Yes,Yes,Yes,1,Sometimes,Often,26,woman,Support,Always
0,6-25,1.0,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,Yes,No,No,No,0,Not applicable to me,Not applicable to me,24,male,Back-end Developer,Sometimes
0,More than 1000,0.0,I don't know,I am not sure,Yes,Yes,I don't know,Very difficult,Yes,No,No,No,I don't know,No,Some of my previous employers,Maybe,No,"No, I don't think it would","No, I don't think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Often,27,Female,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
0,6-25,1.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,No,Yes,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,No,1,Never,Sometimes,25,male,One-person shop,Never
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,Maybe,Maybe,Maybe,Somewhat not open,No,No,No,No,0,Not applicable to me,Not applicable to me,37,m,One-person shop|Designer|Front-end Developer|Back-end Developer|Sales|Support,Sometimes
0,More than 1000,0.0,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,Yes,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,No,No,0,Not applicable to me,Not applicable to me,33,Male,Supervisor/Team Lead|Dev Evangelist/Advocate|DevOps/SysAdmin|Support|Back-end Developer|Designer|Front-end Developer,Sometimes
0,26-100,0.0,No,I am not sure,Yes,I don't know,Yes,Somewhat difficult,Yes,No,No,No,I don't know,No,"No, at none of my previous employers",Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,1,Sometimes,Often,34,Male,Support,Sometimes
0,26-100,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,I don't know,Yes,Yes,Yes,1,Not applicable to me,Often,27,Male,Designer,Sometimes
0,100-500,1.0,Yes,No,No,I don't know,I don't know,Very easy,Maybe,No,No,Maybe,I don't know,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Maybe,Yes,1,Sometimes,Often,33,Male,Support,Sometimes
0,6-25,1.0,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Often,Often,50,mail,DevOps/SysAdmin,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,54,female,One-person shop,Sometimes
