autonomo,num_func,emp_tec,papel_tec,beneficios_mental,conhecimento_opcoes_mental,discussao_formal_mental,recursos_aprendizado_mental,anonimato_protegido,dificuldade_licenca_mental,conforto_conversar_saude,conforto_discutir_supervisor,discussao_saude_mental_emp,conforto_discutir_colegas,discussao_saude_mental_colegas,discussao_saude_mental_colegas_outro,importancia_saude_fisica_emp,importancia_saude_mental_emp,emp_tec_anterior,disposto_discutir_supervisor,disturbio_saude_mental_atual,disturbio_saude_mental_passado,tratamento_profissional_mental,historico_familiar_mental,interferencia_tratamento_eficaz,interferencia_sem_tratamento_eficaz,observacoes_discussao_mental,disposto_compartilhar_amigos_familiares,disposto_apresentar_saude_entrevista,traria_saude_mental_entrevista,identificado_abertamente_mental,reacao_membros_equipe_mental,apoio_setor_tecnologia_mental,idade,genero,ano
0,500-1000,Yes,Yes,No,,No,No,Yes,I don't know,Same level of comfort for each,No,No,Maybe,No,No,4.0,0.0,,"No, none of my previous supervisors",Maybe,Yes,Yes,,Never,Sometimes,Maybe,Yes,No,No,No,6.0,1.0,40.0,M,2018-01-01
0,500-1000,No,Yes,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,No,Maybe,No,No,1.0,1.0,,Some of my previous supervisors,Maybe,Don't Know,No,Yes,Not applicable to me,Not applicable to me,,Yes,No,No,No,2.0,1.0,42.0,M,2018-01-01
0,26-100,Yes,Yes,Yes,Yes,No,No,I don't know,Somewhat difficult,Same level of comfort for each,Maybe,No,Maybe,Yes,No,8.0,5.0,,,Maybe,Yes,Yes,Yes,Not applicable to me,Sometimes,No,Yes,No,No,No,4.0,2.0,35.0,M,2018-01-01
0,6-25,Yes,Yes,No,No,No,No,Yes,Very easy,Same level of comfort for each,Yes,Yes,Yes,Yes,No,8.0,8.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Often,Maybe,Yes,Maybe,Maybe,No,5.0,3.0,36.0,M,2018-01-01
0,26-100,Yes,Yes,Yes,Yes,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Maybe,No,Maybe,No,Yes,7.0,7.0,,Some of my previous supervisors,No,Possibly,No,No,Not applicable to me,Not applicable to me,No,Yes,Maybe,Maybe,No,8.0,3.0,37.0,M,2018-01-01
0,100-500,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,9.0,9.0,,Some of my previous supervisors,Yes,Possibly,Yes,Yes,Sometimes,Often,No,Yes,Maybe,Maybe,Yes,5.0,4.0,31.0,F,2018-01-01
0,500-1000,Yes,Yes,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,No,Yes,Yes,Yes,5.0,5.0,,"No, none of my previous supervisors",Maybe,Yes,Yes,Yes,Sometimes,Often,No,Yes,Maybe,Maybe,No,8.0,3.0,27.0,M,2018-01-01
0,6-25,No,Yes,I don't know,No,I don't know,I don't know,I don't know,Very easy,Physical health,Maybe,No,Maybe,No,No,3.0,3.0,,I don't know,No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Maybe,Maybe,No,5.0,2.0,38.0,M,2018-01-01
0,6-25,Yes,Yes,No,,Yes,No,Yes,Neither easy nor difficult,Physical health,Yes,Yes,Yes,Yes,Yes,5.0,5.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Often,No,Yes,Maybe,Maybe,Yes,10.0,3.0,32.0,M,2018-01-01
0,More than 1000,Yes,Yes,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Maybe,No,No,No,No,7.0,5.0,,,Yes,Yes,No,Yes,Rarely,Rarely,,Yes,No,No,No,5.0,3.0,23.0,Other,2018-01-01
0,More than 1000,No,Yes,No,No,No,I don't know,I don't know,Somewhat difficult,Physical health,No,No,No,No,No,6.0,0.0,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Rarely,Often,No,No,Yes,No,No,2.0,2.0,51.0,M,2018-01-01
0,26-100,Yes,Yes,Not eligible,,No,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,Yes,Yes,Yes,No,5.0,5.0,,Some of my previous supervisors,Yes,Yes,Yes,,Sometimes,Often,No,Yes,Yes,Yes,No,9.0,2.0,26.0,Other,2018-01-01
0,500-1000,Yes,Yes,Not eligible,No,No,No,I don't know,I don't know,Physical health,Maybe,No,No,No,No,8.0,3.0,,I don't know,Maybe,No,No,,Not applicable to me,Sometimes,No,,Maybe,No,No,5.0,2.0,19.0,F,2018-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,I don't know,I don't know,I don't know,Physical health,No,No,No,No,No,6.0,4.0,,Some of my previous supervisors,Yes,Yes,No,,Not applicable to me,Sometimes,,Yes,Maybe,No,No,5.0,2.0,44.0,M,2018-01-01
0,500-1000,Yes,Yes,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,Maybe,No,No,No,Yes,6.0,6.0,,Some of my previous supervisors,Yes,Yes,Yes,,Often,Often,Yes,Yes,No,No,No,5.0,2.0,42.0,M,2018-01-01
0,26-100,Yes,Yes,Yes,Yes,No,No,I don't know,Very easy,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,7.0,7.0,,"No, none of my previous supervisors",Yes,Yes,Yes,,Rarely,Often,No,Yes,No,No,Yes,7.0,4.0,26.0,M,2018-01-01
0,500-1000,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,No,Yes,Maybe,Yes,No,9.0,2.0,,I don't know,Yes,Don't Know,Yes,,Sometimes,Often,No,Yes,Yes,Maybe,No,7.0,3.0,38.0,M,2018-01-01
0,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Yes,Yes,Yes,Yes,Yes,8.0,6.0,,,Yes,Yes,Yes,Yes,Rarely,Often,No,Yes,No,No,No,5.0,2.0,26.0,Other,2018-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Sometimes,Sometimes,No,Yes,Maybe,No,No,1.0,1.0,40.0,M,2018-01-01
0,100-500,Yes,Yes,Yes,Yes,No,Yes,Yes,Very easy,Physical health,Yes,Yes,Yes,Yes,No,9.0,9.0,,Some of my previous supervisors,Maybe,Possibly,Yes,,Rarely,Often,Yes,Yes,No,No,No,6.0,2.0,32.0,M,2018-01-01
0,100-500,Yes,Yes,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,Yes,Yes,Yes,No,7.0,8.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,Maybe,Yes,No,No,Yes,7.0,4.0,39.0,M,2018-01-01
0,6-25,Yes,Yes,Yes,Yes,No,No,Yes,I don't know,Same level of comfort for each,Yes,Yes,Maybe,Yes,Yes,10.0,10.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Never,Sometimes,Yes,Yes,Maybe,No,No,7.0,4.0,44.0,F,2018-01-01
0,More than 1000,Yes,Yes,Yes,Yes,I don't know,I don't know,I don't know,Very easy,Physical health,Yes,Yes,Maybe,No,No,5.0,2.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,,Yes,Maybe,No,No,6.0,3.0,33.0,F,2018-01-01
0,100-500,Yes,Yes,No,,No,No,No,I don't know,Same level of comfort for each,Yes,No,Yes,No,No,5.0,0.0,,"Yes, all of my previous supervisors",Yes,No,Yes,,Rarely,Rarely,No,Yes,Maybe,Maybe,No,5.0,3.0,38.0,M,2018-01-01
0,6-25,Yes,Yes,I don't know,No,Yes,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,Yes,Yes,Yes,No,6.0,6.0,,"Yes, all of my previous supervisors",Yes,Possibly,Yes,,Sometimes,Sometimes,No,Yes,Maybe,No,No,6.0,4.0,42.0,M,2018-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,Yes,,Sometimes,Often,No,Yes,Maybe,No,No,5.0,3.0,57.0,M,2018-01-01
0,100-500,No,Yes,No,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,No,No,No,No,4.0,5.0,,"No, none of my previous supervisors",Maybe,Yes,Yes,Yes,Often,Often,No,Yes,No,No,No,4.0,2.0,28.0,M,2018-01-01
0,26-100,Yes,Yes,No,No,Yes,No,I don't know,Very easy,Mental health,No,Yes,Yes,Yes,Yes,7.0,5.0,,"No, none of my previous supervisors",Yes,Possibly,Yes,No,Sometimes,Often,No,Yes,Maybe,Maybe,Yes,7.0,2.0,31.0,M,2018-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,No,No,No,Not applicable to me,Not applicable to me,,Yes,Maybe,No,No,5.0,3.0,34.0,M,2018-01-01
0,26-100,Yes,Yes,I don't know,No,No,I don't know,Yes,Very easy,Physical health,Yes,No,Maybe,No,No,8.0,7.0,,,No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Yes,Yes,No,9.0,3.0,35.0,M,2018-01-01
0,100-500,Yes,Yes,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,No,No,No,Yes,0.0,0.0,,Some of my previous supervisors,No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,No,No,No,5.0,3.0,30.0,M,2018-01-01
0,26-100,Yes,Yes,Yes,Yes,No,No,I don't know,Somewhat easy,Physical health,Yes,Yes,Maybe,Yes,Yes,8.0,8.0,,Some of my previous supervisors,Yes,Yes,Yes,No,Rarely,Often,No,,Yes,Yes,Yes,5.0,4.0,30.0,M,2018-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Often,No,Yes,No,No,No,5.0,2.0,35.0,M,2018-01-01
0,26-100,Yes,Yes,I don't know,No,No,No,I don't know,Very easy,Same level of comfort for each,Maybe,No,Yes,No,Yes,5.0,5.0,,"Yes, all of my previous supervisors",No,No,No,Yes,Not applicable to me,Not applicable to me,,Yes,No,No,No,5.0,2.0,40.0,Other,2018-01-01
0,26-100,No,Yes,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,Maybe,No,Maybe,No,No,3.0,3.0,,Some of my previous supervisors,No,No,No,No,Not applicable to me,Not applicable to me,,Yes,Yes,Maybe,No,5.0,1.0,39.0,M,2018-01-01
0,26-100,Yes,Yes,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,No,Maybe,No,No,0.0,2.0,,I don't know,No,No,No,Yes,Not applicable to me,Not applicable to me,,Yes,No,No,No,4.0,2.0,24.0,M,2018-01-01
0,100-500,Yes,Yes,Yes,Yes,No,I don't know,Yes,Somewhat difficult,Physical health,Maybe,Yes,Maybe,No,Yes,7.0,4.0,,Some of my previous supervisors,Maybe,Yes,Yes,,Sometimes,Often,Yes,Yes,No,No,No,10.0,3.0,42.0,M,2018-01-01
0,26-100,Yes,Yes,Yes,No,No,No,I don't know,Difficult,Physical health,Maybe,No,Maybe,Yes,No,8.0,4.0,,,Maybe,Don't Know,Yes,Yes,Never,Sometimes,No,Yes,No,No,No,8.0,2.0,35.0,M,2018-01-01
0,More than 1000,Yes,Yes,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,Physical health,Yes,No,Maybe,No,No,8.0,8.0,,Some of my previous supervisors,Yes,Yes,Yes,,Rarely,Often,No,Yes,No,No,No,8.0,3.0,34.0,M,2018-01-01
0,100-500,Yes,Yes,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,No,No,No,No,7.0,4.0,,"Yes, all of my previous supervisors",Yes,Possibly,Yes,Yes,Sometimes,Often,Yes,Yes,Yes,No,No,0.0,1.0,33.0,F,2018-01-01
0,26-100,Yes,Yes,Yes,Yes,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,Yes,Maybe,No,No,6.0,7.0,,Some of my previous supervisors,No,Possibly,No,No,Not applicable to me,Not applicable to me,No,Yes,Maybe,Maybe,No,8.0,3.0,37.0,M,2018-01-01
0,100-500,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,Yes,No,Yes,Yes,Yes,5.0,5.0,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Sometimes,Often,Maybe,Yes,No,No,No,5.0,4.0,36.0,M,2018-01-01
0,26-100,No,Yes,Yes,No,No,No,Yes,Neither easy nor difficult,Physical health,Yes,Yes,Yes,Yes,No,6.0,5.0,,Some of my previous supervisors,Maybe,Yes,Yes,,Rarely,Often,No,Yes,No,No,Yes,5.0,2.0,47.0,F,2018-01-01
0,26-100,Yes,Yes,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,Yes,Maybe,Yes,Yes,7.0,3.0,,I don't know,No,No,No,No,Not applicable to me,Not applicable to me,Maybe,,No,No,No,4.0,2.0,42.0,M,2018-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Difficult,Physical health,Maybe,No,Maybe,Yes,Yes,3.0,3.0,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Sometimes,Often,No,Yes,Yes,No,No,6.0,3.0,29.0,Other,2018-01-01
1,,,,,,,,,,,,,,,,,,,,Maybe,No,No,No,Not applicable to me,Not applicable to me,,Yes,Maybe,No,No,4.0,3.0,38.0,F,2018-01-01
0,6-25,Yes,No,No,No,No,No,No,Somewhat easy,Same level of comfort for each,Maybe,No,Maybe,No,Yes,2.0,2.0,,I don't know,No,No,No,,Sometimes,Sometimes,,Yes,Maybe,Maybe,No,5.0,1.0,30.0,M,2018-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Often,Yes,Yes,Maybe,No,No,4.0,2.0,30.0,Other,2018-01-01
0,6-25,Yes,Yes,No,No,No,No,I don't know,I don't know,Physical health,No,No,Maybe,No,No,6.0,4.0,,Some of my previous supervisors,Maybe,Possibly,No,Yes,Often,Often,Maybe,Yes,Maybe,Maybe,No,5.0,2.0,36.0,M,2018-01-01
0,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,8.0,8.0,,"No, none of my previous supervisors",Yes,Yes,Yes,,Sometimes,Often,No,Yes,Maybe,No,Yes,5.0,4.0,24.0,F,2018-01-01
0,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,No,No,No,No,Yes,9.0,7.0,,"No, none of my previous supervisors",Maybe,Possibly,No,Yes,Not applicable to me,Sometimes,No,Yes,No,No,No,5.0,3.0,41.0,M,2018-01-01
0,100-500,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Yes,Yes,Maybe,Yes,Yes,7.0,8.0,,"No, none of my previous supervisors",Yes,Possibly,Yes,Yes,Rarely,Sometimes,No,Yes,No,No,No,5.0,2.0,48.0,F,2018-01-01
0,More than 1000,No,Yes,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Maybe,No,Maybe,Yes,Yes,8.0,6.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Often,Maybe,Yes,Maybe,Maybe,No,6.0,2.0,31.0,M,2018-01-01
0,100-500,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,No,Yes,Maybe,Yes,,,6.0,,Physical health,Yes,,Yes,Yes,Yes,Sometimes,Often,Yes,Yes,,,,,,Other,2018-01-01
0,More than 1000,No,Yes,Not eligible,,No,I don't know,I don't know,Difficult,Physical health,No,No,No,No,No,3.0,0.0,,"No, none of my previous supervisors",Maybe,Possibly,Yes,,Not applicable to me,Not applicable to me,,Yes,Maybe,No,No,2.0,2.0,34.0,Other,2018-01-01
0,100-500,Yes,Yes,I don't know,No,I don't know,I don't know,I don't know,Difficult,Same level of comfort for each,Yes,No,Maybe,No,No,5.0,3.0,,Some of my previous supervisors,No,No,No,,Not applicable to me,Not applicable to me,,Yes,No,No,No,10.0,3.0,55.0,F,2018-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,Yes,Yes,No,No,No,4.0,2.0,33.0,F,2018-01-01
0,More than 1000,Yes,Yes,Yes,No,No,No,I don't know,Somewhat difficult,Physical health,No,No,No,No,Yes,1.0,1.0,,"No, none of my previous supervisors",Yes,Yes,Yes,No,Rarely,Often,No,Yes,No,No,No,5.0,3.0,41.0,F,2018-01-01
0,More than 1000,No,Yes,Yes,No,No,I don't know,I don't know,Neither easy nor difficult,Physical health,No,No,No,Yes,No,7.0,4.0,,,Yes,Yes,Yes,,Sometimes,Often,,Yes,No,No,No,4.0,3.0,24.0,F,2018-01-01
0,100-500,No,Yes,Not eligible,,No,I don't know,I don't know,Difficult,Physical health,No,No,Maybe,No,Yes,2.0,2.0,,"No, none of my previous supervisors",Maybe,No,No,Yes,Not applicable to me,Not applicable to me,No,Yes,No,No,No,6.0,1.0,27.0,F,2018-01-01
0,26-100,Yes,Yes,Yes,Yes,Yes,I don't know,I don't know,Neither easy nor difficult,Physical health,Maybe,No,Maybe,No,No,5.0,5.0,,"No, none of my previous supervisors",Maybe,No,No,No,Not applicable to me,Not applicable to me,No,,Yes,Maybe,No,5.0,3.0,30.0,M,2018-01-01
0,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,8.0,7.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Sometimes,No,Yes,Maybe,Yes,Yes,6.0,4.0,37.0,M,2018-01-01
0,6-25,Yes,Yes,No,,No,No,I don't know,Difficult,Physical health,No,No,No,No,No,5.0,3.0,,Some of my previous supervisors,Yes,Yes,Yes,No,Rarely,Sometimes,Maybe,Yes,No,No,No,2.0,1.0,61.0,M,2018-01-01
1,,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",Maybe,No,No,Yes,Not applicable to me,Not applicable to me,,,Maybe,Maybe,No,5.0,2.0,45.0,M,2018-01-01
0,More than 1000,Yes,Yes,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,No,No,No,No,8.0,3.0,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Often,Often,No,Yes,Yes,No,No,3.0,2.0,29.0,M,2018-01-01
0,100-500,Yes,Yes,Yes,Yes,I don't know,No,I don't know,I don't know,Same level of comfort for each,Maybe,Yes,Yes,Yes,Yes,7.0,6.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Often,,Yes,Maybe,Maybe,Yes,7.0,2.0,41.0,M,2018-01-01
0,26-100,Yes,Yes,Not eligible,,No,No,I don't know,I don't know,Physical health,No,No,No,No,No,7.0,2.0,,"No, none of my previous supervisors",No,Possibly,No,No,Rarely,Rarely,Maybe,Yes,No,No,No,0.0,3.0,39.0,M,2018-01-01
0,500-1000,No,Yes,I don't know,No,No,No,Yes,Somewhat difficult,Physical health,Maybe,No,No,No,No,10.0,3.0,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Often,Often,Yes,Yes,Maybe,No,No,5.0,2.0,30.0,M,2018-01-01
0,More than 1000,No,Yes,I don't know,No,No,I don't know,I don't know,Difficult,Physical health,No,No,No,No,No,2.0,1.0,,"No, none of my previous supervisors",No,No,No,Yes,Not applicable to me,Not applicable to me,,Yes,No,No,No,0.0,1.0,46.0,M,2018-01-01
0,6-25,Yes,Yes,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,No,No,No,No,8.0,8.0,,I don't know,Maybe,No,No,Yes,Not applicable to me,Not applicable to me,,,No,No,No,3.0,2.0,42.0,M,2018-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Yes,No,Maybe,No,Yes,8.0,7.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Often,Maybe,,No,No,Yes,5.0,3.0,29.0,F,2018-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,No,Very easy,Same level of comfort for each,Maybe,Yes,Yes,Yes,Yes,7.0,6.0,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Rarely,Sometimes,Maybe,Yes,No,No,Yes,4.0,3.0,34.0,F,2018-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,Yes,Yes,,Often,Often,Yes,Yes,Yes,No,No,5.0,3.0,52.0,M,2018-01-01
0,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,Maybe,Yes,Maybe,Yes,No,7.0,7.0,,"No, none of my previous supervisors",Maybe,Possibly,Yes,,Rarely,Sometimes,No,Yes,No,No,No,6.0,3.0,36.0,M,2018-01-01
0,26-100,Yes,Yes,I don't know,No,No,No,I don't know,Very easy,Same level of comfort for each,Maybe,No,Maybe,No,Yes,4.0,4.0,,,No,No,No,No,Not applicable to me,Not applicable to me,,Yes,Maybe,Maybe,No,5.0,3.0,34.0,M,2018-01-01
1,,,,,,,,,,,,,,,,,,,,No,No,No,,Not applicable to me,Not applicable to me,No,,No,Maybe,No,4.0,2.0,50.0,M,2018-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Not applicable to me,Often,Yes,Yes,Yes,No,No,1.0,1.0,51.0,M,2018-01-01
0,26-100,Yes,Yes,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,No,No,No,No,6.0,7.0,,"No, none of my previous supervisors",Maybe,Yes,Yes,No,Not applicable to me,Rarely,No,Yes,Yes,Maybe,No,5.0,3.0,35.0,M,2018-01-01
0,100-500,Yes,Yes,I don't know,Yes,No,No,No,Difficult,Physical health,No,No,Maybe,Yes,Yes,5.0,0.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Often,Often,Maybe,Yes,Yes,No,No,0.0,1.0,34.0,M,2018-01-01
0,26-100,Yes,Yes,Yes,Yes,Yes,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,Yes,Yes,Yes,Yes,10.0,8.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,No,Yes,Maybe,Maybe,Yes,10.0,2.0,24.0,F,2018-01-01
0,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Physical health,Maybe,No,Maybe,No,Yes,0.0,2.0,,Some of my previous supervisors,No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,No,No,No,5.0,1.0,37.0,M,2018-01-01
0,26-100,No,Yes,No,No,No,No,I don't know,Difficult,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,9.0,0.0,,"Yes, all of my previous supervisors",Yes,Yes,Yes,Yes,Sometimes,Often,Yes,No,No,Maybe,No,6.0,2.0,24.0,Other,2018-01-01
0,1-5,Yes,No,Not eligible,,No,No,I don't know,Somewhat easy,Same level of comfort for each,No,No,No,No,No,0.0,0.0,,"No, none of my previous supervisors",Maybe,Yes,Yes,,Never,Sometimes,,No,Maybe,No,No,8.0,1.0,46.0,M,2018-01-01
0,More than 1000,Yes,Yes,I don't know,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,Yes,Maybe,No,No,3.0,2.0,,,Maybe,Possibly,Yes,,Sometimes,Sometimes,No,Yes,No,No,No,6.0,2.0,31.0,M,2018-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,Yes,,Sometimes,Often,Yes,Yes,No,No,No,4.0,1.0,35.0,M,2018-01-01
0,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,No,Yes,No,Yes,5.0,5.0,,"No, none of my previous supervisors",No,No,No,Yes,Not applicable to me,Not applicable to me,,Yes,Yes,No,No,10.0,1.0,40.0,Other,2018-01-01
0,6-25,Yes,Yes,Yes,No,No,No,Yes,Somewhat easy,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,6.0,5.0,,I don't know,Yes,Yes,Yes,,Sometimes,Sometimes,No,Yes,Yes,Maybe,No,10.0,3.0,28.0,M,2018-01-01
0,6-25,Yes,Yes,I don't know,No,No,No,I don't know,Very easy,Physical health,Maybe,No,Maybe,No,No,2.0,2.0,,Some of my previous supervisors,No,Possibly,Yes,Yes,Not applicable to me,Not applicable to me,,Yes,Maybe,No,No,6.0,1.0,28.0,M,2018-01-01
0,100-500,No,Yes,Yes,Yes,No,Yes,Yes,Difficult,Physical health,No,No,No,No,Yes,6.0,5.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,No,Yes,No,No,No,6.0,3.0,39.0,M,2018-01-01
0,100-500,No,Yes,Yes,Yes,I don't know,I don't know,I don't know,I don't know,Physical health,Maybe,No,Maybe,No,No,8.0,5.0,,Some of my previous supervisors,Yes,Possibly,Yes,,Not applicable to me,Often,,Yes,Yes,No,No,9.0,3.0,31.0,M,2018-01-01
0,6-25,Yes,Yes,Yes,Yes,I don't know,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,0.0,0.0,,Some of my previous supervisors,Maybe,Possibly,No,,Sometimes,Sometimes,No,Yes,Yes,Yes,No,5.0,2.0,27.0,M,2018-01-01
0,More than 1000,No,Yes,Yes,Yes,No,No,Yes,I don't know,Same level of comfort for each,No,No,Yes,Yes,Yes,10.0,5.0,,Some of my previous supervisors,Yes,Yes,Yes,,Rarely,Often,No,Yes,No,No,No,5.0,2.0,35.0,M,2018-01-01
False,26-100,Yes,Yes,I don't know,No,Yes,Yes,I don't know,Very easy,Physical health,Yes,No,Yes,Yes,Yes,5.0,5.0,0.0,Some of my previous supervisors,Maybe,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Yes,Maybe,No,8.0,4.0,25.0,M,2019-01-01
False,26-100,Yes,Yes,Yes,No,No,Yes,Yes,I don't know,Physical health,Maybe,No,Maybe,Yes,Yes,5.0,7.0,0.0,Some of my previous supervisors,Maybe,Possibly,No,Yes,Sometimes,Often,No,Yes,No,No,No,7.0,1.0,51.0,M,2019-01-01
False,26-100,Yes,Yes,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Same level of comfort for each,No,No,Maybe,Yes,Yes,5.0,4.0,1.0,"No, none of my previous supervisors",No,No,No,,Not applicable to me,Not applicable to me,No,Yes,Maybe,No,No,4.0,2.0,27.0,M,2019-01-01
False,100-500,Yes,Yes,I don't know,No,Yes,Yes,Yes,Very easy,Physical health,Yes,No,Maybe,No,Yes,1.0,3.0,1.0,Some of my previous supervisors,No,No,No,Yes,Not applicable to me,Not applicable to me,No,Yes,No,No,No,8.0,3.0,37.0,M,2019-01-01
False,26-100,Yes,Yes,I don't know,No,I don't know,I don't know,I don't know,I don't know,Physical health,No,No,No,No,No,4.0,4.0,1.0,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,,Yes,No,No,No,5.0,3.0,46.0,M,2019-01-01
False,100-500,Yes,No,Yes,No,No,No,I don't know,Somewhat difficult,Physical health,No,No,Yes,Yes,Yes,6.0,5.0,1.0,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,No,Yes,No,No,No,5.0,3.0,36.0,F,2019-01-01
False,26-100,Yes,Yes,Yes,Yes,No,I don't know,Yes,Somewhat easy,Physical health,Maybe,No,Maybe,Yes,Yes,5.0,5.0,0.0,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Sometimes,No,Yes,Yes,No,No,6.0,3.0,39.0,F,2019-01-01
True,,,,,,,,,,,,,,,,,,1.0,Some of my previous supervisors,Maybe,No,Yes,Yes,Rarely,Sometimes,No,Yes,Maybe,No,No,5.0,3.0,35.0,M,2019-01-01
